item_id_enc,category_id,parent_id,item_popularity,category_popularity,parent_popularity
24070,776.0,727,2,78927,80906
79364,,-1,2,0,590631
135347,1028.0,540,55,1251,3836
81476,678.0,250,12,64043,82373
25923,,-1,1,0,590631
163547,283.0,1579,4,70946,80723
57365,888.0,866,2,234988,235872
52265,888.0,866,1,234988,235872
182360,790.0,1492,26,271166,276977
213797,283.0,1579,6,70946,80723
214972,686.0,594,1,7493,9219
25108,678.0,250,4,64043,82373
144187,790.0,1492,2,271166,276977
206316,790.0,1492,13,271166,276977
37460,0.0,605,2,6543,8161
22867,202.0,1008,14,68054,68963
182438,71.0,1579,3,8372,80723
68700,1036.0,1420,4,25717,25773
100743,490.0,647,11,2069,2116
183469,6.0,933,9,68197,87386
165288,400.0,110,4,32988,33761
234906,698.0,1251,1,44115,44743
126577,917.0,1374,13,62155,62171
133586,928.0,20,6,26829,28391
58125,227.0,602,3,52466,52865
82235,888.0,866,11,234988,235872
205960,921.0,143,12,616,4274
167735,790.0,1492,6,271166,276977
213652,1036.0,1420,2,25717,25773
180768,283.0,1579,1,70946,80723
173693,1036.0,1420,13,25717,25773
157370,888.0,866,1,234988,235872
15193,14.0,1684,4,32,2319
72721,678.0,250,14,64043,82373
137796,888.0,866,10,234988,235872
88747,159.0,1028,3,60445,60669
3884,202.0,1008,21,68054,68963
42502,790.0,1492,18,271166,276977
182026,713.0,1615,5,12789,13983
169653,,-1,64,0,590631
77960,689.0,207,4,23918,24621
1735,550.0,1139,6,8923,9167
217452,405.0,351,21,2346,9102
215118,790.0,1492,1,271166,276977
142375,325.0,540,161,1825,3836
222517,1036.0,1420,5,25717,25773
100023,698.0,1251,7,44115,44743
59717,689.0,207,8,23918,24621
224347,104.0,164,1,3464,3635
224125,400.0,110,31,32988,33761
174565,112.0,381,1,66052,66282
146097,112.0,381,1,66052,66282
121490,839.0,33,4,66622,68188
26674,35.0,20,1,1396,28391
194090,392.0,1202,17,2331,2377
157972,698.0,1251,2,44115,44743
144272,364.0,711,6,68301,68312
83386,888.0,866,59,234988,235872
3369,600.0,768,1,238,1772
148067,283.0,1579,1,70946,80723
32079,486.0,25,1,578,1546
83166,689.0,207,1,23918,24621
65081,888.0,866,1,234988,235872
197393,1079.0,1257,2,1915,3061
65237,159.0,1028,32,60445,60669
156672,888.0,866,2,234988,235872
172561,960.0,594,5,1378,9219
94637,112.0,381,4,66052,66282
226189,,-1,3,0,590631
192636,776.0,727,1,78927,80906
11688,410.0,894,1,1009,1263
32865,470.0,520,13,2893,5030
42823,686.0,594,9,7493,9219
152854,595.0,186,5,2303,2303
137310,30.0,1009,354,1563,11191
7671,159.0,1028,5,60445,60669
55290,71.0,1579,3,8372,80723
176095,159.0,1028,1,60445,60669
228319,888.0,866,11,234988,235872
102740,,-1,1,0,590631
20390,678.0,250,2,64043,82373
118100,790.0,1492,69,271166,276977
77704,,-1,31,0,590631
31605,888.0,866,1,234988,235872
78212,186.0,865,16,1741,1979
149440,348.0,1499,24,21108,21418
109206,790.0,1492,1,271166,276977
74605,451.0,945,15,12111,16966
69141,684.0,1041,11,339,340
104948,6.0,933,4,68197,87386
56720,686.0,594,28,7493,9219
131919,747.0,287,14,507,759
136166,888.0,866,2,234988,235872
143200,790.0,1492,3,271166,276977
174031,776.0,727,4,78927,80906
55539,790.0,1492,21,271166,276977
221884,776.0,727,1,78927,80906
152477,928.0,20,5,26829,28391
165445,790.0,1492,35,271166,276977
162054,761.0,395,146,7587,13033
44687,159.0,1028,2,60445,60669
171229,,-1,10,0,590631
29139,888.0,866,4,234988,235872
149745,6.0,933,2,68197,87386
26662,581.0,1600,2,10543,11363
113532,,-1,11,0,590631
170780,,-1,2,0,590631
81589,451.0,945,2,12111,16966
139771,6.0,933,81,68197,87386
113746,888.0,866,9,234988,235872
69387,956.0,879,4,1984,1984
4075,,-1,1,0,590631
206509,,-1,2,0,590631
228831,888.0,866,9,234988,235872
40098,87.0,71,5,561,1225
121166,,-1,11,0,590631
115629,839.0,33,2,66622,68188
22529,112.0,381,42,66052,66282
78888,888.0,866,2,234988,235872
93163,,-1,1,0,590631
194017,764.0,1370,5,62573,62592
15797,839.0,33,2,66622,68188
222083,,-1,2,0,590631
189052,,-1,1,0,590631
53998,202.0,1008,10,68054,68963
203152,888.0,866,1,234988,235872
61536,839.0,33,9,66622,68188
70110,888.0,866,1,234988,235872
82500,790.0,1492,9,271166,276977
129811,776.0,727,1,78927,80906
109443,451.0,945,10,12111,16966
215694,1036.0,1420,7,25717,25773
10787,225.0,593,7,6833,8821
147674,790.0,1492,40,271166,276977
175437,,-1,2,0,590631
234839,776.0,727,4,78927,80906
74852,888.0,866,2,234988,235872
226324,931.0,1181,7,705,1038
138737,888.0,866,1,234988,235872
135277,,-1,2,0,590631
121653,,-1,1,0,590631
52285,790.0,1492,13,271166,276977
222215,,-1,3,0,590631
89797,334.0,609,3,329,356
216268,364.0,711,1,68301,68312
92001,790.0,1492,6,271166,276977
136736,928.0,20,1,26829,28391
141809,888.0,866,1,234988,235872
222798,400.0,110,2,32988,33761
12255,,-1,4,0,590631
160528,839.0,33,20,66622,68188
226144,33.0,1224,10,2685,7962
80718,790.0,1492,6,271166,276977
45266,790.0,1492,1,271166,276977
184766,468.0,666,1,2138,4979
206810,1032.0,557,5,8000,8131
211028,888.0,866,77,234988,235872
140783,451.0,945,8,12111,16966
13154,,-1,1,0,590631
155175,364.0,711,1,68301,68312
117221,678.0,250,1,64043,82373
7543,888.0,866,2,234988,235872
156269,915.0,1550,12,7109,8276
98121,364.0,711,2,68301,68312
187210,,-1,18,0,590631
81845,,-1,2,0,590631
27800,,-1,1,0,590631
141221,227.0,602,3,52466,52865
99472,888.0,866,4,234988,235872
234521,283.0,1579,4,70946,80723
182154,790.0,1492,2,271166,276977
205642,928.0,20,1,26829,28391
49386,369.0,1486,5,1174,5044
74074,227.0,602,3,52466,52865
102623,678.0,250,9,64043,82373
180273,790.0,1492,68,271166,276977
38643,490.0,647,1,2069,2116
227748,790.0,1492,33,271166,276977
54957,,-1,2,0,590631
228952,790.0,1492,3,271166,276977
231709,776.0,727,1,78927,80906
7878,112.0,381,2,66052,66282
56963,790.0,1492,14,271166,276977
127448,6.0,933,8,68197,87386
15394,189.0,586,32,2898,3409
117557,776.0,727,21,78927,80906
26431,104.0,164,35,3464,3635
136435,790.0,1492,6,271166,276977
116118,852.0,1606,1,1963,4126
203534,839.0,33,2,66622,68188
67862,19.0,750,2,9486,9486
16712,678.0,250,2,64043,82373
53170,451.0,945,1,12111,16966
137263,790.0,1492,5,271166,276977
90376,678.0,250,16,64043,82373
18945,225.0,593,1,6833,8821
98431,917.0,1374,1,62155,62171
54955,888.0,866,6,234988,235872
98444,764.0,1370,1,62573,62592
115739,839.0,33,12,66622,68188
211087,888.0,866,3,234988,235872
196001,790.0,1492,3,271166,276977
230883,790.0,1492,4,271166,276977
182964,790.0,1492,51,271166,276977
63511,888.0,866,2,234988,235872
104507,698.0,1251,1,44115,44743
12889,839.0,33,1,66622,68188
160858,202.0,1008,6,68054,68963
195638,764.0,1370,2,62573,62592
218283,698.0,1251,1,44115,44743
84133,33.0,1224,1,2685,7962
88301,1066.0,293,72,7412,8099
166859,888.0,866,3,234988,235872
75350,671.0,1426,1,3666,4322
119485,178.0,399,1,257,1122
213847,1058.0,61,1,2235,2790
156065,888.0,866,35,234988,235872
199318,575.0,1257,1,1090,3061
234646,227.0,602,2,52466,52865
109200,6.0,933,1,68197,87386
173392,888.0,866,1,234988,235872
42032,888.0,866,2,234988,235872
113953,678.0,250,8,64043,82373
176349,776.0,727,4,78927,80906
120606,585.0,1292,4,379,562
82244,790.0,1492,14,271166,276977
92277,,-1,39,0,590631
131379,490.0,647,19,2069,2116
140481,698.0,1251,10,44115,44743
73898,,-1,1,0,590631
199741,917.0,1374,1,62155,62171
188942,713.0,1615,12,12789,13983
145576,,-1,147,0,590631
23284,678.0,250,58,64043,82373
3542,159.0,1028,2,60445,60669
80414,888.0,866,3,234988,235872
29790,235.0,1224,1,842,7962
59584,888.0,866,11,234988,235872
100489,,-1,1,0,590631
174856,262.0,995,3,33,765
57692,1.0,854,1,1276,1313
159295,888.0,866,10,234988,235872
2931,,-1,9,0,590631
136121,122.0,520,1,476,5030
106056,,-1,1,0,590631
90600,888.0,866,2,234988,235872
196278,888.0,866,1,234988,235872
227893,294.0,1687,12,853,2653
13200,764.0,1370,18,62573,62592
114267,888.0,866,11,234988,235872
206861,,-1,21,0,590631
130505,,-1,2,0,590631
232540,480.0,1299,1,1207,1802
22506,790.0,1492,4,271166,276977
88740,,-1,1,0,590631
156659,,-1,3,0,590631
47537,581.0,1600,3,10543,11363
150420,663.0,395,1,3718,13033
149419,888.0,866,1,234988,235872
92038,764.0,1370,8,62573,62592
126908,112.0,381,8,66052,66282
13139,202.0,1008,1,68054,68963
79304,,-1,8,0,590631
187825,790.0,1492,1,271166,276977
81219,671.0,1426,1,3666,4322
96606,28.0,1604,2,24871,29698
233257,,-1,1,0,590631
214506,888.0,866,1,234988,235872
97937,888.0,866,1,234988,235872
7382,227.0,602,3,52466,52865
91845,790.0,1492,1,271166,276977
15327,888.0,866,15,234988,235872
43207,,-1,11,0,590631
98033,,-1,10,0,590631
208663,112.0,381,3,66052,66282
118974,888.0,866,19,234988,235872
51583,,-1,27,0,590631
117105,888.0,866,1,234988,235872
45383,202.0,1008,10,68054,68963
209408,790.0,1492,32,271166,276977
105979,,-1,10,0,590631
206895,888.0,866,1,234988,235872
205257,888.0,866,1,234988,235872
198920,888.0,866,28,234988,235872
143728,837.0,654,1,2608,13221
137177,,-1,3,0,590631
93345,790.0,1492,8,271166,276977
98800,689.0,207,8,23918,24621
29676,646.0,1606,9,2119,4126
132215,888.0,866,4,234988,235872
7449,888.0,866,7,234988,235872
95080,790.0,1492,1,271166,276977
155685,6.0,933,1,68197,87386
207800,400.0,110,6,32988,33761
84088,600.0,768,12,238,1772
57664,,-1,4,0,590631
184977,790.0,1492,48,271166,276977
109024,591.0,933,6,18513,87386
199158,6.0,933,1,68197,87386
196596,888.0,866,2,234988,235872
3824,202.0,1008,2,68054,68963
90758,,-1,2,0,590631
196135,364.0,711,1,68301,68312
199640,6.0,933,6,68197,87386
3293,,-1,2,0,590631
100661,,-1,30,0,590631
30578,764.0,1370,73,62573,62592
60034,698.0,1251,22,44115,44743
162128,,-1,5,0,590631
52955,378.0,-1,2,551,590631
200376,888.0,866,17,234988,235872
68486,496.0,893,21,5507,8190
84073,964.0,1326,6,4967,4967
14767,698.0,1251,24,44115,44743
193321,227.0,602,42,52466,52865
174087,790.0,1492,115,271166,276977
69334,698.0,1251,3,44115,44743
215696,888.0,866,1,234988,235872
4151,888.0,866,2,234988,235872
89458,1041.0,1313,2,330,1073
173314,188.0,1200,22,4591,5929
77110,6.0,933,14,68197,87386
87050,,-1,15,0,590631
205041,,-1,3,0,590631
68364,839.0,33,1,66622,68188
153584,74.0,250,4,2673,82373
79872,112.0,381,3,66052,66282
97131,283.0,1579,1,70946,80723
198150,550.0,1139,11,8923,9167
30095,19.0,750,2,9486,9486
148831,917.0,1374,39,62155,62171
127370,776.0,727,1,78927,80906
166243,713.0,1615,1,12789,13983
169092,888.0,866,9,234988,235872
190409,764.0,1370,3,62573,62592
12383,,-1,39,0,590631
195870,888.0,866,3,234988,235872
161648,790.0,1492,1,271166,276977
219628,202.0,1008,13,68054,68963
184672,678.0,250,1,64043,82373
97727,681.0,8,4,2677,6448
107126,790.0,1492,13,271166,276977
79562,188.0,1200,8,4591,5929
56640,790.0,1492,6,271166,276977
222313,,-1,12,0,590631
215012,698.0,1251,1,44115,44743
139792,790.0,1492,393,271166,276977
2067,42.0,170,1,4666,4762
146287,,-1,55,0,590631
140169,888.0,866,1,234988,235872
231567,348.0,1499,1,21108,21418
196819,451.0,945,1,12111,16966
98953,,-1,1,0,590631
55941,,-1,34,0,590631
216974,764.0,1370,3,62573,62592
28179,839.0,33,15,66622,68188
202286,888.0,866,18,234988,235872
18164,173.0,788,1,329,329
63938,,-1,9,0,590631
156135,1036.0,1420,2,25717,25773
16757,,-1,5,0,590631
49631,888.0,866,3,234988,235872
32650,,-1,94,0,590631
174811,112.0,381,26,66052,66282
90564,,-1,5,0,590631
108416,914.0,226,1,354,469
6794,888.0,866,46,234988,235872
148314,159.0,1028,21,60445,60669
156747,28.0,1604,6,24871,29698
224114,764.0,1370,1,62573,62592
233254,6.0,933,1,68197,87386
158233,283.0,1579,2,70946,80723
178143,,-1,2,0,590631
75469,698.0,1251,9,44115,44743
160002,790.0,1492,4,271166,276977
171556,,-1,6,0,590631
100908,6.0,933,14,68197,87386
79943,888.0,866,7,234988,235872
146835,689.0,207,6,23918,24621
109484,790.0,1492,2,271166,276977
213541,451.0,945,5,12111,16966
176393,953.0,506,3,1040,6941
156266,790.0,1492,2,271166,276977
114385,776.0,727,34,78927,80906
67696,,-1,45,0,590631
128698,888.0,866,48,234988,235872
142950,227.0,602,2,52466,52865
161403,227.0,602,6,52466,52865
129276,451.0,945,15,12111,16966
175097,569.0,426,2,396,1867
60067,928.0,20,4,26829,28391
226602,213.0,1299,1,356,1802
167951,888.0,866,27,234988,235872
232922,1031.0,1200,2,1029,5929
109377,790.0,1492,4,271166,276977
30827,888.0,866,6,234988,235872
162514,698.0,1251,2,44115,44743
12685,6.0,933,4,68197,87386
111664,,-1,15,0,590631
212541,283.0,1579,2,70946,80723
231544,581.0,1600,7,10543,11363
195473,364.0,711,2,68301,68312
175477,912.0,945,1,26,16966
28085,159.0,1028,35,60445,60669
90811,888.0,866,4,234988,235872
205860,790.0,1492,2,271166,276977
72012,496.0,893,33,5507,8190
108926,888.0,866,9,234988,235872
44178,790.0,1492,2,271166,276977
95820,888.0,866,1,234988,235872
49498,888.0,866,19,234988,235872
111239,888.0,866,60,234988,235872
6461,888.0,866,20,234988,235872
125353,1032.0,557,5,8000,8131
37983,790.0,1492,22,271166,276977
67679,49.0,1125,1,1076,2582
174057,1080.0,1281,11,630,1730
229829,917.0,1374,30,62155,62171
96694,978.0,747,3,6979,6979
131019,678.0,250,8,64043,82373
148967,917.0,1374,10,62155,62171
221938,917.0,1374,13,62155,62171
230607,105.0,1224,92,1554,7962
189502,962.0,945,1,3094,16966
164081,888.0,866,37,234988,235872
167920,,-1,19,0,590631
98524,888.0,866,7,234988,235872
18480,159.0,1028,1,60445,60669
48738,283.0,1579,1,70946,80723
185355,888.0,866,9,234988,235872
99615,790.0,1492,16,271166,276977
60301,888.0,866,6,234988,235872
191693,12.0,1110,250,1468,2272
90628,888.0,866,1,234988,235872
146761,917.0,1374,1,62155,62171
96649,790.0,1492,23,271166,276977
146264,888.0,866,1,234988,235872
29566,,-1,6,0,590631
174338,888.0,866,4,234988,235872
8964,888.0,866,4,234988,235872
132787,888.0,866,3,234988,235872
33170,767.0,170,2,96,4762
145816,888.0,866,4,234988,235872
204969,961.0,132,3,1413,5491
6901,764.0,1370,4,62573,62592
157625,348.0,1499,1,21108,21418
113814,,-1,2,0,590631
184623,202.0,1008,8,68054,68963
108328,689.0,207,2,23918,24621
234063,888.0,866,3,234988,235872
12859,,-1,1,0,590631
167071,678.0,250,1,64043,82373
106601,830.0,1272,1,974,1100
47555,12.0,1110,2,1468,2272
186138,917.0,1374,12,62155,62171
167622,,-1,1,0,590631
134011,980.0,1145,3,1105,2976
143231,112.0,381,4,66052,66282
89610,6.0,933,34,68197,87386
196857,,-1,12,0,590631
30850,364.0,711,3,68301,68312
62480,761.0,395,2,7587,13033
187148,839.0,33,2,66622,68188
179357,810.0,378,5,11279,13107
6795,797.0,213,1,1594,1662
20444,,-1,1,0,590631
115421,764.0,1370,12,62573,62592
16703,888.0,866,8,234988,235872
170774,888.0,866,14,234988,235872
4310,775.0,763,1,1230,1636
210708,112.0,381,14,66052,66282
70882,29.0,1678,2,21,476
210524,575.0,1257,3,1090,3061
130375,888.0,866,1,234988,235872
230052,790.0,1492,14,271166,276977
13511,678.0,250,1,64043,82373
232219,6.0,933,17,68197,87386
13662,888.0,866,1,234988,235872
114522,678.0,250,1,64043,82373
95059,,-1,8,0,590631
109930,686.0,594,12,7493,9219
202013,839.0,33,1,66622,68188
125654,790.0,1492,46,271166,276977
176150,,-1,279,0,590631
233316,501.0,1009,1,744,11191
162148,,-1,17,0,590631
139232,6.0,933,12,68197,87386
23355,456.0,1125,2,1329,2582
33798,776.0,727,1,78927,80906
47595,888.0,866,3,234988,235872
186701,,-1,80,0,590631
193816,961.0,132,1,1413,5491
142402,,-1,1,0,590631
157060,364.0,711,1,68301,68312
155939,600.0,768,2,238,1772
185274,,-1,1,0,590631
221834,333.0,1497,1,615,818
207051,710.0,605,93,1240,8161
127511,35.0,20,1,1396,28391
205171,765.0,1229,45,2551,4716
41301,941.0,1492,7,4764,276977
120870,764.0,1370,13,62573,62592
162091,888.0,866,12,234988,235872
156706,,-1,17,0,590631
212526,202.0,1008,50,68054,68963
190505,790.0,1492,6,271166,276977
116210,790.0,1492,129,271166,276977
152752,790.0,1492,1,271166,276977
78310,776.0,727,2,78927,80906
168937,,-1,2,0,590631
218922,790.0,1492,30,271166,276977
59319,438.0,312,6,648,3078
205516,888.0,866,11,234988,235872
9947,159.0,1028,2,60445,60669
78526,689.0,207,1,23918,24621
139019,790.0,1492,80,271166,276977
45480,551.0,766,17,747,747
63887,790.0,1492,30,271166,276977
112642,1036.0,1420,1,25717,25773
76081,790.0,1492,7,271166,276977
4495,1032.0,557,22,8000,8131
217571,,-1,4,0,590631
62407,776.0,727,1,78927,80906
187844,71.0,1579,10,8372,80723
149217,35.0,20,4,1396,28391
139408,28.0,1604,2,24871,29698
30091,405.0,351,3,2346,9102
108367,,-1,1,0,590631
195563,456.0,1125,2,1329,2582
194757,888.0,866,5,234988,235872
116699,112.0,381,2,66052,66282
132201,888.0,866,8,234988,235872
110091,227.0,602,1,52466,52865
142529,230.0,1424,1,8926,12622
101678,790.0,1492,13,271166,276977
43585,790.0,1492,1,271166,276977
16649,,-1,7,0,590631
32692,523.0,593,2,1597,8821
68082,776.0,727,5,78927,80906
26297,,-1,3,0,590631
96942,764.0,1370,1,62573,62592
213590,751.0,893,1,1236,8190
164047,,-1,5,0,590631
54639,663.0,395,2,3718,13033
196140,227.0,602,13,52466,52865
214366,83.0,1621,4,675,748
91091,159.0,1028,1,60445,60669
48064,1036.0,1420,1,25717,25773
177202,83.0,1621,18,675,748
214628,283.0,1579,2,70946,80723
155281,761.0,395,1,7587,13033
95975,227.0,602,3,52466,52865
154737,230.0,1424,3,8926,12622
61102,790.0,1492,1,271166,276977
22789,888.0,866,9,234988,235872
186151,888.0,866,1,234988,235872
144166,0.0,605,2,6543,8161
168446,364.0,711,1,68301,68312
150029,676.0,479,5,615,2419
173784,451.0,945,2,12111,16966
164654,810.0,378,1,11279,13107
148242,790.0,1492,38,271166,276977
229981,888.0,866,2,234988,235872
5869,6.0,933,12,68197,87386
32648,6.0,933,1,68197,87386
52759,400.0,110,1,32988,33761
215138,678.0,250,5,64043,82373
199048,413.0,149,6,25,2041
115789,790.0,1492,2,271166,276977
153035,1066.0,293,5,7412,8099
4407,1036.0,1420,4,25717,25773
60369,704.0,1426,1,147,4322
221242,,-1,13,0,590631
132754,,-1,3,0,590631
71703,764.0,1370,29,62573,62592
103284,776.0,727,6,78927,80906
101757,917.0,1374,1,62155,62171
164106,6.0,933,1,68197,87386
128475,960.0,594,2,1378,9219
122529,763.0,1579,1,839,80723
41396,839.0,33,6,66622,68188
178711,227.0,602,1,52466,52865
170287,790.0,1492,12,271166,276977
209874,243.0,418,5,1749,6223
45136,364.0,711,11,68301,68312
119272,790.0,1492,1,271166,276977
52918,689.0,207,2,23918,24621
26603,888.0,866,5,234988,235872
183192,928.0,20,1,26829,28391
26712,83.0,1621,2,675,748
87975,,-1,3,0,590631
63542,1079.0,1257,62,1915,3061
102157,790.0,1492,113,271166,276977
179486,496.0,893,47,5507,8190
188282,790.0,1492,24,271166,276977
230825,790.0,1492,11,271166,276977
198199,764.0,1370,26,62573,62592
86392,790.0,1492,9,271166,276977
113555,202.0,1008,3,68054,68963
133915,888.0,866,37,234988,235872
87573,28.0,1604,3,24871,29698
218143,784.0,38,1,3423,3478
55796,207.0,1490,8,690,2421
150596,83.0,1621,3,675,748
168043,713.0,1615,15,12789,13983
121862,708.0,1101,1,1621,2120
176984,8.0,1591,1,311,1278
72253,839.0,33,2,66622,68188
15095,6.0,933,1,68197,87386
189009,283.0,1579,4,70946,80723
64618,490.0,647,10,2069,2116
60041,888.0,866,8,234988,235872
168412,888.0,866,236,234988,235872
71944,457.0,250,1136,2231,82373
63183,888.0,866,1,234988,235872
40008,83.0,1621,5,675,748
150592,839.0,33,19,66622,68188
198030,689.0,207,1,23918,24621
86966,550.0,1139,1,8923,9167
105764,844.0,1458,1,7,521
232859,790.0,1492,6,271166,276977
69529,790.0,1492,11,271166,276977
177891,839.0,33,2,66622,68188
26751,790.0,1492,1,271166,276977
5360,400.0,110,4,32988,33761
160402,,-1,51,0,590631
31537,810.0,378,9,11279,13107
73076,,-1,2,0,590631
203710,603.0,395,1,190,13033
151612,810.0,378,2,11279,13107
4896,888.0,866,4,234988,235872
91604,764.0,1370,1,62573,62592
227174,888.0,866,1,234988,235872
126027,888.0,866,160,234988,235872
18290,112.0,381,2,66052,66282
121566,,-1,6,0,590631
193462,410.0,894,1,1009,1263
171354,790.0,1492,4,271166,276977
211992,227.0,602,2,52466,52865
35435,663.0,395,2,3718,13033
101751,776.0,727,2,78927,80906
152774,888.0,866,1,234988,235872
27558,,-1,3,0,590631
59488,839.0,33,2,66622,68188
77984,764.0,1370,8,62573,62592
73191,,-1,1,0,590631
197397,790.0,1492,3,271166,276977
225412,478.0,105,1,1806,1886
113636,,-1,2,0,590631
219889,619.0,145,7,1800,1817
214,764.0,1370,2,62573,62592
143894,888.0,866,1,234988,235872
192656,776.0,727,3,78927,80906
142174,,-1,3,0,590631
226877,101.0,312,5,834,3078
99479,888.0,866,7,234988,235872
79641,917.0,1374,15,62155,62171
140878,790.0,1492,1,271166,276977
232537,581.0,1600,2,10543,11363
109370,1092.0,664,1,2293,3249
101459,764.0,1370,6,62573,62592
181234,888.0,866,9,234988,235872
148419,981.0,949,21,9087,9187
40558,790.0,1492,25,271166,276977
169148,888.0,866,40,234988,235872
122113,982.0,1065,3,1315,1552
68174,,-1,24,0,590631
157981,400.0,110,1,32988,33761
229574,400.0,110,9,32988,33761
168353,227.0,602,5,52466,52865
143155,,-1,2,0,590631
63004,1032.0,557,17,8000,8131
81763,159.0,1028,1,60445,60669
72969,962.0,945,2,3094,16966
146194,764.0,1370,1,62573,62592
220151,790.0,1492,3,271166,276977
20343,888.0,866,8,234988,235872
2428,364.0,711,9,68301,68312
222744,112.0,381,39,66052,66282
207798,698.0,1251,6,44115,44743
142268,227.0,602,9,52466,52865
165305,1031.0,1200,1,1029,5929
73248,917.0,1374,3,62155,62171
22560,202.0,1008,7,68054,68963
20131,790.0,1492,103,271166,276977
203656,,-1,1,0,590631
32769,790.0,1492,2,271166,276977
129073,112.0,381,33,66052,66282
217443,0.0,605,6,6543,8161
91911,888.0,866,25,234988,235872
111576,764.0,1370,3,62573,62592
149477,405.0,351,1,2346,9102
60880,888.0,866,31,234988,235872
157265,,-1,1,0,590631
138044,790.0,1492,1,271166,276977
149199,159.0,1028,1,60445,60669
124015,,-1,14,0,590631
155652,888.0,866,14,234988,235872
87904,283.0,1579,183,70946,80723
14061,888.0,866,5,234988,235872
24710,790.0,1492,3,271166,276977
109349,227.0,602,1,52466,52865
132944,,-1,8,0,590631
55874,888.0,866,1,234988,235872
33679,,-1,1,0,590631
45443,928.0,20,26,26829,28391
150403,355.0,1534,9,1700,2132
233579,981.0,949,1,9087,9187
195697,6.0,933,1,68197,87386
32586,264.0,1009,10,482,11191
126760,400.0,110,8,32988,33761
51855,400.0,110,9,32988,33761
137149,790.0,1492,6,271166,276977
77829,112.0,381,1,66052,66282
9423,806.0,1497,5,203,818
34870,790.0,1492,3,271166,276977
70901,888.0,866,2,234988,235872
146797,790.0,1492,7,271166,276977
38174,888.0,866,2,234988,235872
96751,6.0,933,6,68197,87386
16946,935.0,322,4,4474,7406
201633,790.0,1492,2,271166,276977
94528,283.0,1579,1,70946,80723
34598,1032.0,557,23,8000,8131
182812,888.0,866,4,234988,235872
165678,776.0,727,1,78927,80906
58751,689.0,207,1,23918,24621
199612,,-1,50,0,590631
134854,283.0,1579,2,70946,80723
185600,908.0,1487,5,1697,2527
188301,917.0,1374,1,62155,62171
186711,841.0,400,3,835,835
234482,283.0,1579,8,70946,80723
147964,1036.0,1420,1,25717,25773
161505,,-1,12,0,590631
75197,283.0,1579,1,70946,80723
83584,761.0,395,1,7587,13033
179718,807.0,620,20,1020,1404
229096,790.0,1492,1,271166,276977
106148,790.0,1492,11,271166,276977
183078,790.0,1492,1,271166,276977
1295,227.0,602,3,52466,52865
216254,159.0,1028,58,60445,60669
55216,112.0,381,1,66052,66282
131410,790.0,1492,29,271166,276977
194978,,-1,1,0,590631
138382,,-1,12,0,590631
79045,678.0,250,3,64043,82373
229256,888.0,866,9,234988,235872
230256,33.0,1224,2,2685,7962
48312,917.0,1374,8,62155,62171
159624,888.0,866,3,234988,235872
155005,76.0,71,5,392,1225
31603,1036.0,1420,1,25717,25773
43050,,-1,8,0,590631
193163,776.0,727,4,78927,80906
217734,776.0,727,10,78927,80906
17487,839.0,33,7,66622,68188
59194,917.0,1374,7,62155,62171
43303,452.0,561,7,1665,4266
153055,917.0,1374,14,62155,62171
106255,,-1,91,0,590631
130703,112.0,381,2,66052,66282
139334,237.0,1550,1,98,8276
153549,689.0,207,1,23918,24621
5303,159.0,1028,1,60445,60669
157723,790.0,1492,23,271166,276977
124387,790.0,1492,1,271166,276977
42907,,-1,179,0,590631
188429,698.0,1251,12,44115,44743
228052,,-1,6,0,590631
185769,698.0,1251,2,44115,44743
120010,790.0,1492,13,271166,276977
8907,790.0,1492,119,271166,276977
80913,776.0,727,5,78927,80906
223280,1092.0,664,1,2293,3249
133325,,-1,85,0,590631
5567,364.0,711,8,68301,68312
103337,790.0,1492,158,271166,276977
120959,,-1,4,0,590631
27010,888.0,866,2,234988,235872
117548,790.0,1492,16,271166,276977
51976,159.0,1028,18,60445,60669
137180,,-1,3,0,590631
104557,790.0,1492,4,271166,276977
68975,888.0,866,1,234988,235872
127821,283.0,1579,3,70946,80723
114831,888.0,866,1,234988,235872
102695,,-1,2,0,590631
117117,283.0,1579,3,70946,80723
88393,,-1,3,0,590631
70154,,-1,12,0,590631
165372,790.0,1492,7,271166,276977
99310,283.0,1579,3,70946,80723
23689,,-1,2,0,590631
81560,978.0,747,96,6979,6979
32985,112.0,381,11,66052,66282
178905,6.0,933,1,68197,87386
10530,,-1,5,0,590631
115228,962.0,945,2,3094,16966
215180,28.0,1604,32,24871,29698
158231,681.0,8,2,2677,6448
117134,1032.0,557,9,8000,8131
31213,790.0,1492,1,271166,276977
36248,6.0,933,6,68197,87386
118850,888.0,866,1,234988,235872
86853,6.0,933,1,68197,87386
82553,,-1,4,0,590631
218128,888.0,866,3,234988,235872
109051,981.0,949,1,9087,9187
44051,790.0,1492,10,271166,276977
160666,888.0,866,2,234988,235872
82363,,-1,143,0,590631
114439,888.0,866,1,234988,235872
21819,790.0,1492,78,271166,276977
72635,888.0,866,70,234988,235872
32860,,-1,1,0,590631
180740,917.0,1374,9,62155,62171
140506,1058.0,61,9,2235,2790
37045,888.0,866,2,234988,235872
234185,888.0,866,3,234988,235872
145289,0.0,605,1,6543,8161
114773,,-1,2,0,590631
92522,253.0,1525,2,755,755
200885,230.0,1424,9,8926,12622
48904,,-1,1,0,590631
44371,1041.0,1313,1,330,1073
